customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
EI17022,Washington,M,Bachelor,12168.74492,14973.0,115.0,0.0,Corporate Auto,SUV,828.0
OH41318,Washington,M,Master,26122.12998,83385.0,131.0,2.0,Personal Auto,SUV,704.337157
ER52041,California,M,College,3237.305187,0.0,90.0,0.0,Personal Auto,Four-Door Car,659.435886
PY57181,Oregon,M,College,9416.474669,0.0,86.0,1.0,Personal Auto,Four-Door Car,412.8
CY12922,Arizona,M,College,2506.360995,0.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
YV85096,Oregon,F,Bachelor,5272.005079,98110.0,65.0,0.0,Corporate Auto,Four-Door Car,176.287711
DG34434,California,F,Bachelor,5246.278375,28909.0,66.0,0.0,Corporate Auto,Two-Door Car,456.702735
DL14445,California,F,College,10611.56172,0.0,96.0,0.0,Personal Auto,Four-Door Car,949.953253
QL80621,Oregon,F,Bachelor,2249.874803,0.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
NY57065,California,M,Bachelor,2816.756002,42937.0,71.0,0.0,Corporate Auto,Two-Door Car,251.779842
EO17010,California,M,Master,4751.280948,30887.0,119.0,0.0,Personal Auto,SUV,444.167713
LC47479,Oregon,M,College,28622.31443,35442.0,239.0,0.0,Personal Auto,Luxury Car,1147.2
GB92679,Nevada,F,High School or Below,8421.516848,95139.0,103.0,0.0,Personal Auto,Four-Door Car,34.023132
VQ78876,Oregon,F,Bachelor,4660.399573,89834.0,116.0,0.0,Corporate Auto,SUV,43.15595
YQ24856,California,M,Bachelor,6843.848971,0.0,66.0,0.0,Corporate Auto,Two-Door Car,478.509797
XV11038,California,F,College,9223.987144,18814.0,122.0,0.0,Personal Auto,Sports Car,585.6
MG88768,California,M,College,4938.72766,82733.0,62.0,0.0,Corporate Auto,Four-Door Car,72.101019
RN36393,California,F,High School or Below,15114.40241,28513.0,100.0,1.0,Personal Auto,SUV,480.0
BU59722,Washington,M,High School or Below,5037.953998,0.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
JD86991,Oregon,M,Bachelor,5097.318657,67233.0,63.0,0.0,Personal Auto,Two-Door Car,246.693624
QM60216,Oregon,M,College,8906.991433,58718.0,226.0,0.0,Personal Auto,Luxury Car,1084.8
NJ43658,California,M,Master,22721.47396,21724.0,198.0,0.0,Corporate Auto,Luxury SUV,1505.230405
GL34504,California,F,High School or Below,9095.15235,65103.0,115.0,4.0,Personal Auto,Four-Door Car,552.0
YX51934,California,F,High School or Below,4898.957331,55071.0,61.0,0.0,Personal Auto,Four-Door Car,231.516063
FO83170,California,M,Doctor,2916.380797,85817.0,72.0,0.0,Personal Auto,Four-Door Car,154.987759
JW33458,California,F,Master,5729.855012,92254.0,70.0,0.0,Corporate Auto,Four-Door Car,245.593225
JP10227,California,M,College,12280.76661,88340.0,102.0,0.0,Corporate Auto,Two-Door Car,489.6
HX90683,California,F,College,2472.469209,63860.0,62.0,0.0,Personal Auto,Four-Door Car,208.598246
UC19334,California,F,High School or Below,4698.345864,26411.0,126.0,1.0,Corporate Auto,SUV,604.8
ED61615,California,M,High School or Below,7950.178237,26189.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
CB78049,California,M,College,3299.339339,66114.0,92.0,4.0,Personal Auto,Four-Door Car,178.842061
OS70004,California,M,College,7506.779365,49561.0,193.0,0.0,Personal Auto,SUV,926.4
SM67119,California,F,College,7123.694599,16139.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
RO77709,California,M,High School or Below,8008.095994,63775.0,100.0,0.0,Corporate Auto,SUV,462.753151
QT27514,California,F,Bachelor,5318.89664,25134.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
ZT53375,California,M,Bachelor,5483.89085,87777.0,68.0,0.0,Personal Auto,Two-Door Car,257.708912
LB35863,California,F,Bachelor,7244.497284,0.0,103.0,0.0,Personal Auto,SUV,494.4
JL95389,California,F,Bachelor,15558.44195,62922.0,194.0,0.0,Corporate Auto,Luxury Car,1121.633645
MF30956,California,M,College,8945.689398,83761.0,112.0,0.0,Corporate Auto,SUV,270.227547
FD36230,California,F,High School or Below,8441.667084,50801.0,72.0,3.0,Personal Auto,Four-Door Car,43.419028
OE75629,California,M,College,2798.834343,48675.0,71.0,1.0,Corporate Auto,Four-Door Car,340.8
VV97308,California,M,High School or Below,7522.900704,55916.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
LU17507,California,F,Bachelor,39033.08248,0.0,180.0,0.0,Personal Auto,Luxury SUV,864.0
TW11115,California,F,High School or Below,2594.7935,30064.0,65.0,0.0,Personal Auto,Two-Door Car,296.852419
ND42562,California,M,High School or Below,8991.124186,0.0,127.0,0.0,Personal Auto,Sports Car,1176.285998
FZ29605,California,M,College,2332.095228,0.0,67.0,0.0,Corporate Auto,Four-Door Car,482.4
SC30127,California,F,Doctor,9244.351881,12081.0,82.0,0.0,Personal Auto,Two-Door Car,548.064933
HI26883,California,M,Bachelor,6290.699249,0.0,95.0,0.0,Personal Auto,Two-Door Car,684.0
EW15755,California,F,Master,9880.097141,62326.0,122.0,0.0,Personal Auto,SUV,96.00936
GH48839,California,M,College,11790.49617,25251.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
IX46908,California,F,College,5477.206072,21289.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
OO89057,California,F,Master,4014.332715,54054.0,99.0,0.0,Personal Auto,Four-Door Car,5.661684
LX95134,California,F,College,3674.56826,84814.0,90.0,0.0,Corporate Auto,Four-Door Car,512.816507
CX89767,California,F,High School or Below,4714.044733,46097.0,61.0,4.0,Personal Auto,Four-Door Car,197.074966
DI45039,California,F,College,2754.143877,58705.0,69.0,0.0,Personal Auto,Two-Door Car,48.956424
AI14767,California,F,High School or Below,40688.53442,37455.0,114.0,0.0,Personal Auto,SUV,547.2
OJ38536,California,F,Doctor,4563.859434,62010.0,112.0,0.0,Personal Auto,SUV,537.6
TI90592,California,M,College,7430.347681,61568.0,93.0,0.0,Corporate Auto,Four-Door Car,240.818954
UN63889,California,M,Bachelor,2644.983484,90443.0,66.0,0.0,Personal Auto,Two-Door Car,235.174197
FZ94690,California,M,High School or Below,26220.03266,24743.0,84.0,0.0,Personal Auto,Four-Door Car,1008.03551
TL60066,California,F,High School or Below,2397.036098,22283.0,65.0,0.0,Personal Auto,Four-Door Car,572.072106
OL61964,California,M,Bachelor,5207.680496,74627.0,65.0,0.0,Corporate Auto,Four-Door Car,176.735323
DN77617,California,F,College,5907.078117,47306.0,74.0,0.0,Corporate Auto,Four-Door Car,97.723235
BV12771,California,M,College,27420.81318,0.0,112.0,0.0,Personal Auto,SUV,537.6
NA14154,California,M,Bachelor,5044.857229,59292.0,64.0,0.0,Corporate Auto,Two-Door Car,218.491318
ZO54248,California,F,High School or Below,3090.13236,23970.0,77.0,0.0,Personal Auto,Four-Door Car,43.959921
CW13886,California,M,College,8514.394994,48428.0,72.0,1.0,Personal Auto,Four-Door Car,223.728018
TT63451,California,F,High School or Below,20925.89544,44342.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
OW54561,California,M,College,3515.456573,0.0,103.0,2.0,Personal Auto,Sports Car,741.6
EE34821,California,F,Bachelor,17666.56543,0.0,74.0,0.0,Corporate Auto,Two-Door Car,355.2
ZB85648,California,F,College,30313.30977,67117.0,85.0,0.0,Personal Auto,Two-Door Car,329.423177
IE57921,California,F,Bachelor,4726.869327,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
OY47486,California,M,College,5284.509533,71960.0,67.0,0.0,Personal Auto,Two-Door Car,151.495249
LV51815,California,F,High School or Below,2990.330995,73137.0,74.0,1.0,Corporate Auto,Four-Door Car,227.797105
VU99672,California,M,College,3548.071725,0.0,96.0,0.0,Corporate Auto,Four-Door Car,446.122702
SN69015,California,M,College,6371.320461,23797.0,81.0,0.0,Personal Auto,Four-Door Car,388.8
UO54843,California,M,Bachelor,5372.351967,70286.0,67.0,0.0,Corporate Auto,Four-Door Car,130.143497
ES34753,California,F,Master,5165.202368,12904.0,132.0,0.0,Personal Auto,SUV,633.6
KE91683,California,F,High School or Below,8264.747863,42045.0,103.0,0.0,Personal Auto,SUV,40.839965
YU23754,California,F,Master,5193.770572,24948.0,65.0,0.0,Personal Auto,Four-Door Car,280.352767
AS77287,California,M,College,8099.571213,25452.0,107.0,0.0,Personal Auto,Sports Car,954.688499
PD36660,California,F,High School or Below,8845.073706,95850.0,109.0,0.0,Corporate Auto,Sports Car,328.502498
BQ20851,California,M,Master,8295.977271,73556.0,104.0,0.0,Personal Auto,SUV,497.684017
PW91494,California,F,High School or Below,9344.431622,0.0,64.0,1.0,Personal Auto,Two-Door Car,307.2
NZ83890,California,F,High School or Below,5081.741976,0.0,69.0,0.0,Personal Auto,Two-Door Car,93.697638
QV24282,California,F,Bachelor,5363.531017,43879.0,69.0,0.0,Corporate Auto,Four-Door Car,242.133552
YF67162,California,F,High School or Below,2429.600516,23941.0,61.0,0.0,Corporate Auto,Four-Door Car,292.8
YE20366,California,M,Bachelor,7183.071115,14390.0,65.0,0.0,Personal Auto,Four-Door Car,402.778867
PN77420,California,M,College,5376.88732,30039.0,70.0,0.0,Corporate Auto,Four-Door Car,498.612632
CF26207,California,M,College,7019.177186,26806.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
WH24638,California,F,College,7079.170237,24450.0,90.0,0.0,Personal Auto,Four-Door Car,250.959093
YQ16427,California,F,High School or Below,2415.83485,0.0,64.0,0.0,Personal Auto,Four-Door Car,360.217299
AZ90068,California,M,College,8193.160528,89219.0,73.0,4.0,Personal Auto,Four-Door Car,350.4
PL59209,California,F,College,6952.651187,0.0,73.0,3.0,Corporate Auto,Four-Door Car,525.6
VK93542,California,M,High School or Below,7465.980556,0.0,109.0,0.0,Personal Auto,SUV,784.8
NE70589,California,M,College,13220.80421,29504.0,117.0,0.0,Personal Auto,SUV,809.039071
AT52647,California,F,High School or Below,4014.9185,0.0,113.0,0.0,Personal Auto,SUV,1305.275432
CW38361,California,M,Bachelor,8744.727173,61706.0,110.0,0.0,Corporate Auto,SUV,223.905524
BZ92811,California,F,High School or Below,5948.98896,88122.0,148.0,0.0,Corporate Auto,SUV,840.231575
ON68006,California,F,Bachelor,5520.149969,26129.0,70.0,0.0,Personal Auto,Four-Door Car,419.187114
VG58889,California,F,Bachelor,5040.775434,22350.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8
MI42935,California,F,Bachelor,5654.593045,0.0,83.0,0.0,Personal Auto,Four-Door Car,597.6
OS21957,California,F,High School or Below,8896.500265,26201.0,112.0,0.0,Personal Auto,SUV,168.901895
JG21385,California,M,Bachelor,8715.945469,0.0,84.0,0.0,Personal Auto,Four-Door Car,604.8
CT62892,California,F,Bachelor,7868.808884,0.0,107.0,0.0,Personal Auto,SUV,513.6
IE97795,California,M,High School or Below,6878.008403,39020.0,87.0,0.0,Corporate Auto,Four-Door Car,485.01384
DM59629,California,F,Bachelor,6411.675304,47606.0,81.0,0.0,Personal Auto,Two-Door Car,388.8
SH48087,California,F,College,10144.3094,27231.0,88.0,0.0,Personal Auto,Four-Door Car,422.4
WG93963,California,F,College,8575.961719,39946.0,218.0,0.0,Personal Auto,Luxury SUV,1046.4
OQ88395,California,M,College,4510.542608,84300.0,111.0,0.0,Corporate Auto,SUV,202.22495
XH46220,California,F,College,3746.751625,41479.0,94.0,1.0,Corporate Auto,Two-Door Car,19.575683
BK61065,California,M,Master,5479.555081,56005.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
UD87700,California,M,High School or Below,7164.011997,0.0,108.0,0.0,Corporate Auto,SUV,1260.456194
CO19402,California,F,Bachelor,13265.51039,99617.0,109.0,0.0,Personal Auto,SUV,74.934678
KJ29915,California,F,Bachelor,5246.278375,28909.0,66.0,0.0,Personal Auto,Two-Door Car,456.702735
JX52708,California,M,Bachelor,4556.068318,25617.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
OT42923,California,M,High School or Below,2751.250209,86788.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
DL34364,California,M,High School or Below,2914.09461,28523.0,77.0,0.0,Corporate Auto,Four-Door Car,369.6
WX16610,California,F,Bachelor,5824.767025,38492.0,72.0,0.0,Personal Auto,Four-Door Car,207.901654
NH76558,California,F,High School or Below,5755.18214,97657.0,71.0,0.0,Personal Auto,Two-Door Car,107.325235
SQ14756,California,M,Master,2424.690776,49008.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
EP64069,California,F,Bachelor,5138.244998,72264.0,64.0,0.0,Corporate Auto,Four-Door Car,272.649844
IS63817,California,M,College,6047.02516,20396.0,76.0,1.0,Corporate Auto,Four-Door Car,364.8
UC83161,California,F,High School or Below,6106.468745,60234.0,152.0,0.0,Personal Auto,SUV,136.217066
DL45122,California,M,Bachelor,3329.887725,75556.0,84.0,0.0,Corporate Auto,Four-Door Car,498.927007
KB90953,California,F,Bachelor,40132.01135,98710.0,123.0,0.0,Personal Auto,Sports Car,587.391029
EX72956,California,F,Bachelor,5095.365993,69461.0,64.0,0.0,Personal Auto,Two-Door Car,101.417253
YN15016,California,M,High School or Below,4471.747876,0.0,68.0,2.0,Personal Auto,Four-Door Car,489.6
GW56797,California,M,High School or Below,8773.507548,0.0,87.0,0.0,Personal Auto,Four-Door Car,626.4
QR57842,California,F,College,10351.37265,73895.0,129.0,0.0,Corporate Auto,SUV,825.416826
TB53616,California,M,High School or Below,10408.96865,20228.0,101.0,1.0,Personal Auto,SUV,523.815839
JN10602,California,F,Master,8201.330033,81785.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
VI94769,California,F,Bachelor,2248.449633,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
BQ60673,California,M,Bachelor,5205.024842,32946.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8
JK68578,California,F,High School or Below,15306.13396,83868.0,189.0,0.0,Corporate Auto,Luxury Car,134.836237
OI39449,California,F,College,8002.308333,0.0,107.0,0.0,Personal Auto,SUV,513.6
NJ29981,California,M,High School or Below,4553.185557,0.0,124.0,0.0,Corporate Auto,SUV,714.494746
ZO16199,California,F,High School or Below,5354.365535,17099.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
HB12866,California,F,High School or Below,7449.855125,0.0,206.0,0.0,Personal Auto,Luxury SUV,1483.2
DQ19344,California,M,College,3112.049841,33046.0,79.0,0.0,Personal Auto,Four-Door Car,181.538354
GH35369,California,M,College,4386.277558,10621.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
QR26617,California,M,Bachelor,4865.848218,21498.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
QZ34525,California,M,Bachelor,6993.380588,0.0,66.0,0.0,Personal Auto,Four-Door Car,439.701118
IU62399,California,F,Bachelor,5860.48309,36889.0,74.0,1.0,Personal Auto,Four-Door Car,192.186026
OH23893,California,F,Bachelor,9115.57169,69588.0,114.0,0.0,Personal Auto,SUV,173.080024
ZX83542,California,M,Master,5300.686394,26585.0,69.0,0.0,Corporate Auto,Four-Door Car,308.651195
CO16841,California,F,Bachelor,3630.269217,0.0,101.0,0.0,Corporate Auto,SUV,727.2
MV81355,California,M,High School or Below,8819.018934,99845.0,110.0,1.0,Personal Auto,SUV,528.0
HU22390,California,M,College,5389.499465,66429.0,136.0,0.0,Corporate Auto,Sports Car,57.712985
YS74016,California,M,Bachelor,3123.080994,0.0,101.0,4.0,Personal Auto,SUV,960.115399
PU33703,California,F,College,2435.321545,43721.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
PJ59176,California,M,High School or Below,8754.233404,51209.0,109.0,0.0,Personal Auto,SUV,39.49793
ML68781,California,F,College,2628.563096,84498.0,65.0,0.0,Personal Auto,Four-Door Car,255.210049
JI93499,California,M,High School or Below,6669.184698,0.0,65.0,1.0,Corporate Auto,Four-Door Car,312.0
NY90858,California,M,College,6765.800532,59034.0,85.0,0.0,Personal Auto,Four-Door Car,378.75258
IZ76711,California,F,Bachelor,10013.77995,0.0,135.0,0.0,Personal Auto,Sports Car,773.690268
BT78461,California,F,College,11288.17204,96399.0,70.0,0.0,Personal Auto,Four-Door Car,307.89535
PS68884,California,M,College,4686.469674,58089.0,118.0,0.0,Corporate Auto,SUV,566.4
EY71439,California,M,High School or Below,7131.731291,0.0,103.0,0.0,Corporate Auto,Sports Car,741.6
TO84268,California,M,Master,9051.712161,60964.0,113.0,0.0,Personal Auto,Four-Door Car,327.723713
UH93563,California,M,College,5306.162741,42871.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
GD57363,California,M,College,5133.635886,38795.0,65.0,0.0,Personal Auto,Four-Door Car,98.354737
LU36517,California,M,Bachelor,11124.60499,0.0,112.0,0.0,Personal Auto,Two-Door Car,806.4
DO93657,California,M,Master,7285.103913,57134.0,91.0,1.0,Personal Auto,Two-Door Car,436.8
EF41225,California,F,College,14627.92807,40711.0,121.0,0.0,Personal Auto,SUV,580.8
CY97519,California,M,College,17086.75371,26334.0,63.0,2.0,Corporate Auto,Two-Door Car,453.6
FO36473,California,F,Bachelor,4298.378567,31414.0,116.0,4.0,Personal Auto,SUV,556.8
OD66412,California,F,Doctor,5018.894421,74423.0,62.0,0.0,Personal Auto,Four-Door Car,50.800186
IW54903,California,F,College,7200.664877,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
RF64040,California,F,Bachelor,9591.028253,0.0,128.0,0.0,Corporate Auto,SUV,150.952506
CB17191,California,F,High School or Below,3240.667531,30646.0,81.0,0.0,Corporate Auto,Four-Door Car,128.57791
OI39301,California,F,High School or Below,8906.50609,0.0,118.0,0.0,Personal Auto,SUV,566.4
VY90611,California,F,Master,2499.036551,28264.0,63.0,0.0,Corporate Auto,Two-Door Car,364.622773
KF96171,California,F,High School or Below,8167.992322,0.0,117.0,0.0,Personal Auto,Two-Door Car,842.4
IJ36435,California,F,College,5811.61185,0.0,79.0,0.0,Personal Auto,Four-Door Car,304.550129
GX40957,California,F,College,18732.2012,70187.0,117.0,0.0,Personal Auto,Sports Car,632.16097
RT36566,California,F,Bachelor,5260.623466,31006.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
ML38237,California,F,High School or Below,8869.631143,0.0,119.0,0.0,Corporate Auto,SUV,571.2
RR74547,California,M,High School or Below,2878.846941,0.0,85.0,0.0,Personal Auto,Four-Door Car,612.0
PK26805,California,M,High School or Below,2810.957053,20371.0,71.0,1.0,Personal Auto,Four-Door Car,340.8
KS36311,California,F,College,2701.039719,39141.0,68.0,0.0,Personal Auto,Four-Door Car,402.456296
ZZ69693,California,M,High School or Below,2449.580048,0.0,69.0,0.0,Corporate Auto,Four-Door Car,496.8
FS70572,California,M,College,9445.925985,76837.0,78.0,0.0,Corporate Auto,Four-Door Car,23.788022
LN87823,California,F,High School or Below,4414.577688,0.0,61.0,0.0,Personal Auto,Four-Door Car,643.877067
XL81489,California,F,Bachelor,6785.536334,0.0,197.0,0.0,Corporate Auto,Sports Car,1439.676002
NQ32487,California,F,High School or Below,3600.934326,25147.0,101.0,0.0,Personal Auto,SUV,694.598288
XF60649,California,F,Bachelor,7452.939191,0.0,106.0,0.0,Personal Auto,SUV,763.2
VA95584,California,M,Master,12723.15311,34665.0,64.0,0.0,Personal Auto,Two-Door Car,450.85948
FN80010,California,F,Master,4312.642503,25404.0,112.0,0.0,Personal Auto,SUV,578.175234
QX22025,California,F,High School or Below,12148.94098,37025.0,101.0,0.0,Corporate Auto,SUV,427.243803
ZU63258,California,M,Bachelor,3549.747466,0.0,100.0,1.0,Personal Auto,SUV,480.0
IC74050,California,F,High School or Below,6153.394838,23939.0,160.0,1.0,Personal Auto,SUV,768.0
JX80723,California,M,College,6272.416823,76673.0,80.0,1.0,Personal Auto,Four-Door Car,56.082107
CT50487,California,F,High School or Below,2851.161121,55274.0,71.0,0.0,Corporate Auto,Two-Door Car,484.728153
VT16570,California,F,College,6781.125672,30324.0,86.0,0.0,Corporate Auto,Four-Door Car,143.943749
YW94562,California,F,College,4985.239225,31702.0,63.0,1.0,Personal Auto,Four-Door Car,302.4
JG83075,California,F,College,6725.043747,0.0,95.0,0.0,Corporate Auto,Four-Door Car,684.0
SZ61563,California,M,Bachelor,36632.53432,70908.0,132.0,1.0,Personal Auto,SUV,521.444011
JO60130,California,M,High School or Below,5838.89915,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
BG55927,California,F,College,12206.89208,17705.0,108.0,1.0,Personal Auto,Two-Door Car,668.73901
BS53322,California,F,High School or Below,14196.96535,77738.0,118.0,0.0,Personal Auto,SUV,463.457352
FZ13256,California,F,Bachelor,2670.797821,0.0,72.0,0.0,Corporate Auto,Four-Door Car,366.277224
CM38959,California,F,College,8033.910862,70311.0,66.0,0.0,Personal Auto,Two-Door Car,341.395103
FS38926,California,F,Bachelor,9685.542977,66022.0,239.0,0.0,Personal Auto,Luxury Car,538.229502
EN31802,California,M,High School or Below,36168.34106,74140.0,101.0,2.0,Personal Auto,SUV,484.8
TO18404,California,F,Bachelor,10453.2558,73604.0,88.0,0.0,Corporate Auto,Two-Door Car,398.19284
VQ53427,California,M,College,5406.694854,21855.0,74.0,1.0,Corporate Auto,Four-Door Car,355.2
OT50011,California,F,Master,2671.166649,23305.0,68.0,0.0,Personal Auto,Four-Door Car,127.157137
OO96627,California,M,High School or Below,3531.348165,0.0,98.0,0.0,Corporate Auto,Two-Door Car,958.502743
BN77676,California,M,High School or Below,4835.569505,0.0,71.0,0.0,Personal Auto,Four-Door Car,511.2
JT64945,California,F,College,13422.06378,65024.0,67.0,0.0,Personal Auto,Four-Door Car,189.869329
BO58202,California,F,Bachelor,2424.224662,22590.0,67.0,0.0,Personal Auto,Two-Door Car,85.68352
UR71715,California,M,College,2983.110414,0.0,91.0,0.0,Personal Auto,Four-Door Car,436.8
GM84292,California,F,Master,14723.40712,38401.0,92.0,0.0,Corporate Auto,Four-Door Car,441.6
DW20514,California,M,College,8438.463783,25539.0,112.0,0.0,Personal Auto,SUV,585.069825
WZ45123,California,M,Master,14435.67365,60880.0,119.0,0.0,Personal Auto,Two-Door Car,109.906628
LW11571,California,M,Bachelor,2690.069754,87313.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
TI48450,California,M,College,7948.544751,23916.0,68.0,0.0,Corporate Auto,Two-Door Car,481.113765
CZ62883,California,F,Bachelor,11378.88711,34854.0,95.0,0.0,Corporate Auto,Four-Door Car,456.0
BY88565,California,F,College,5219.754045,48203.0,66.0,0.0,Personal Auto,Four-Door Car,413.238845
EB61889,California,M,High School or Below,9486.037005,25322.0,126.0,0.0,Corporate Auto,Sports Car,886.033554
GX22027,California,F,Bachelor,4762.557323,16656.0,63.0,1.0,Personal Auto,Two-Door Car,302.4
BN91755,California,F,Master,4975.171042,44723.0,124.0,0.0,Personal Auto,SUV,341.088276
OZ89964,California,M,High School or Below,4422.615495,35979.0,116.0,2.0,Personal Auto,Sports Car,556.8
PV62467,California,F,College,4849.697945,36413.0,61.0,0.0,Personal Auto,Four-Door Car,153.013115
QZ71100,California,M,Bachelor,19237.69976,0.0,196.0,0.0,Corporate Auto,Luxury Car,2092.523421
UA63517,California,F,Doctor,8518.549119,0.0,112.0,1.0,Personal Auto,Sports Car,537.6
BD69478,California,M,College,5194.654884,51883.0,66.0,0.0,Personal Auto,Two-Door Car,623.751121
GV41938,California,F,High School or Below,46302.07562,0.0,151.0,1.0,Personal Auto,SUV,1087.2
UA73107,California,M,Bachelor,2538.62632,18608.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
XU43725,California,F,College,14070.63897,0.0,127.0,0.0,Corporate Auto,SUV,677.868206
MT78037,California,M,High School or Below,2748.933734,55964.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
FH81263,California,M,High School or Below,6006.211611,85510.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
SZ94413,California,M,High School or Below,3286.440915,30706.0,84.0,0.0,Personal Auto,Four-Door Car,225.654806
HI48554,California,F,High School or Below,2648.350463,29587.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
YR30159,California,M,College,20936.33105,20309.0,181.0,0.0,Personal Auto,Luxury Car,1579.854155
EV15014,California,M,Bachelor,7194.233091,0.0,71.0,0.0,Personal Auto,Four-Door Car,599.375099
BM16805,California,F,College,11435.23124,12470.0,103.0,1.0,Corporate Auto,SUV,618.688651
IB60476,California,M,Master,4064.107529,0.0,107.0,0.0,Personal Auto,Sports Car,513.6
YC63458,California,F,Bachelor,5893.368906,86498.0,74.0,1.0,Personal Auto,Two-Door Car,8.529778
VS42598,California,F,Bachelor,8256.2978,62902.0,69.0,0.0,Personal Auto,Two-Door Car,159.383042
BB65725,California,M,College,8061.198798,57293.0,102.0,0.0,Corporate Auto,Sports Car,347.996042
UZ86963,California,F,High School or Below,9333.076001,0.0,129.0,0.0,Corporate Auto,Sports Car,928.8
RR39300,California,F,High School or Below,34243.51034,51255.0,122.0,0.0,Personal Auto,SUV,421.70554
IU25994,California,M,College,31516.5084,0.0,125.0,0.0,Corporate Auto,SUV,626.411563
IO81315,California,F,College,2460.167359,69241.0,61.0,0.0,Personal Auto,Four-Door Car,47.95916
JC93010,California,M,Bachelor,4929.549699,25632.0,63.0,0.0,Personal Auto,Two-Door Car,351.270869
XO56170,California,F,High School or Below,2866.824929,87428.0,72.0,0.0,Personal Auto,Four-Door Car,224.483337
QS65968,California,M,Master,8429.491575,98796.0,104.0,0.0,Personal Auto,SUV,499.2
PT42203,California,M,College,8052.243508,78617.0,101.0,0.0,Corporate Auto,Four-Door Car,233.169575
SX87181,California,F,Bachelor,4916.479717,0.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
RE85409,California,M,High School or Below,5386.969384,93893.0,67.0,0.0,Personal Auto,Four-Door Car,98.66095
YW95322,California,M,Bachelor,3508.905811,23629.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
TL39187,California,M,Bachelor,6511.103163,0.0,91.0,0.0,Corporate Auto,Two-Door Car,655.404481
XP41644,California,M,High School or Below,4335.676738,30574.0,114.0,1.0,Corporate Auto,Sports Car,396.105473
FZ89300,California,F,Bachelor,3673.525732,69555.0,92.0,0.0,Personal Auto,Four-Door Car,255.277041
ED80746,California,M,Bachelor,7426.462927,19634.0,98.0,0.0,Corporate Auto,Two-Door Car,470.4
BD35524,California,M,Bachelor,2640.488905,15776.0,69.0,0.0,Personal Auto,Two-Door Car,337.596914
EW68125,California,F,Bachelor,4889.765364,46819.0,62.0,0.0,Personal Auto,Four-Door Car,157.990123
TT86956,California,F,Master,10537.40467,47950.0,65.0,0.0,Personal Auto,Four-Door Car,301.867895
KA67497,California,F,High School or Below,6385.617852,0.0,63.0,1.0,Personal Auto,Two-Door Car,302.4
TM68292,California,F,Master,4564.512659,12626.0,69.0,4.0,Personal Auto,Four-Door Car,331.2
SC23927,California,M,High School or Below,4772.943848,20993.0,133.0,0.0,Personal Auto,SUV,638.4
BO92934,California,M,High School or Below,10387.24599,24392.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
XR82418,California,M,Bachelor,4984.618655,86305.0,62.0,0.0,Personal Auto,Four-Door Car,80.73124
XS56253,California,M,Bachelor,6600.477951,0.0,110.0,3.0,Personal Auto,Sports Car,1011.772647
UC34044,California,F,College,2591.749798,56701.0,65.0,0.0,Personal Auto,Four-Door Car,333.441673
MU64306,California,M,College,8355.642928,57074.0,105.0,0.0,Personal Auto,SUV,80.129332
UI33675,California,M,Bachelor,5142.04553,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
UX24010,California,F,Bachelor,5205.256308,53614.0,65.0,1.0,Personal Auto,Four-Door Car,725.849253
GC69429,California,M,Master,14816.95159,0.0,135.0,0.0,Personal Auto,SUV,648.0
